caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,justiceName,vote,opinion,direction,majority,firstAgreement,secondAgreement
1910-103,1910-103-01,1910-103-01-01,1910-103-01-01-01-07,4/3/1911,1,220 U.S. 290,31 S. Ct. 437,55 L. Ed. 469,1911 U.S. LEXIS 1676,1910,901,White,14 ORIG,"STATE OF OKLAHOMA, ON THE RELATION OF WEST, ATTORNEY GENERAL, v. GULF, COLORADO & SANTA FE RAILWAY COMPANY",2/24/1911,,28,42,105,,9,,,0,,,,,0,1,,,1,9,0,0,0,0,90370,9,1,0,5,,9,900,,45,56,1,9,0,63,CEHughes1,1,1,1,2,,
1910-103,1910-103-01,1910-103-01-01,1910-103-01-01-01-08,4/3/1911,1,220 U.S. 290,31 S. Ct. 437,55 L. Ed. 469,1911 U.S. LEXIS 1676,1910,901,White,14 ORIG,"STATE OF OKLAHOMA, ON THE RELATION OF WEST, ATTORNEY GENERAL, v. GULF, COLORADO & SANTA FE RAILWAY COMPANY",2/24/1911,,28,42,105,,9,,,0,,,,,0,1,,,1,9,0,0,0,0,90370,9,1,0,5,,9,900,,45,56,1,9,0,64,WVanDevanter,1,1,1,2,,
1910-103,1910-103-01,1910-103-01-01,1910-103-01-01-01-09,4/3/1911,1,220 U.S. 290,31 S. Ct. 437,55 L. Ed. 469,1911 U.S. LEXIS 1676,1910,901,White,14 ORIG,"STATE OF OKLAHOMA, ON THE RELATION OF WEST, ATTORNEY GENERAL, v. GULF, COLORADO & SANTA FE RAILWAY COMPANY",2/24/1911,,28,42,105,,9,,,0,,,,,0,1,,,1,9,0,0,0,0,90370,9,1,0,5,,9,900,,45,56,1,9,0,65,JRLamar,1,1,1,2,,
1910-118,1910-118-01,1910-118-01-01,1910-118-01-01-01-01,4/24/1911,7,220 U.S. 481,31 S. Ct. 473,55 L. Ed. 552,1911 U.S. LEXIS 1691,1910,901,White,614,"SAC AND FOX INDIANS OF THE MISSISSIPPI IN IOWA v. SAC AND FOX INDIANS OF THE MISSISSIPPI IN OKLAHOMA, AND THE UNITED STATES",12/14/1910,,170,,170,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,3,5,509,,59,56,1,7,1,56,EDEWhite,1,1,1,2,,
1910-118,1910-118-01,1910-118-01-01,1910-118-01-01-01-02,4/24/1911,7,220 U.S. 481,31 S. Ct. 473,55 L. Ed. 552,1911 U.S. LEXIS 1691,1910,901,White,614,"SAC AND FOX INDIANS OF THE MISSISSIPPI IN IOWA v. SAC AND FOX INDIANS OF THE MISSISSIPPI IN OKLAHOMA, AND THE UNITED STATES",12/14/1910,,170,,170,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,3,5,509,,59,56,1,7,1,45,JHarlan1,1,1,1,2,,
1910-118,1910-118-01,1910-118-01-01,1910-118-01-01-01-03,4/24/1911,7,220 U.S. 481,31 S. Ct. 473,55 L. Ed. 552,1911 U.S. LEXIS 1691,1910,901,White,614,"SAC AND FOX INDIANS OF THE MISSISSIPPI IN IOWA v. SAC AND FOX INDIANS OF THE MISSISSIPPI IN OKLAHOMA, AND THE UNITED STATES",12/14/1910,,170,,170,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,3,5,509,,59,56,1,7,1,58,JMcKenna,2,2,2,1,,
1910-118,1910-118-01,1910-118-01-01,1910-118-01-01-01-04,4/24/1911,7,220 U.S. 481,31 S. Ct. 473,55 L. Ed. 552,1911 U.S. LEXIS 1691,1910,901,White,614,"SAC AND FOX INDIANS OF THE MISSISSIPPI IN IOWA v. SAC AND FOX INDIANS OF THE MISSISSIPPI IN OKLAHOMA, AND THE UNITED STATES",12/14/1910,,170,,170,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,3,5,509,,59,56,1,7,1,59,OWHolmes,1,2,1,2,,
1910-118,1910-118-01,1910-118-01-01,1910-118-01-01-01-05,4/24/1911,7,220 U.S. 481,31 S. Ct. 473,55 L. Ed. 552,1911 U.S. LEXIS 1691,1910,901,White,614,"SAC AND FOX INDIANS OF THE MISSISSIPPI IN IOWA v. SAC AND FOX INDIANS OF THE MISSISSIPPI IN OKLAHOMA, AND THE UNITED STATES",12/14/1910,,170,,170,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,3,5,509,,59,56,1,7,1,60,WRDay,1,1,1,2,,
1910-118,1910-118-01,1910-118-01-01,1910-118-01-01-01-06,4/24/1911,7,220 U.S. 481,31 S. Ct. 473,55 L. Ed. 552,1911 U.S. LEXIS 1691,1910,901,White,614,"SAC AND FOX INDIANS OF THE MISSISSIPPI IN IOWA v. SAC AND FOX INDIANS OF THE MISSISSIPPI IN OKLAHOMA, AND THE UNITED STATES",12/14/1910,,170,,170,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,3,5,509,,59,56,1,7,1,62,HHLurton,1,1,1,2,,
1910-118,1910-118-01,1910-118-01-01,1910-118-01-01-01-07,4/24/1911,7,220 U.S. 481,31 S. Ct. 473,55 L. Ed. 552,1911 U.S. LEXIS 1691,1910,901,White,614,"SAC AND FOX INDIANS OF THE MISSISSIPPI IN IOWA v. SAC AND FOX INDIANS OF THE MISSISSIPPI IN OKLAHOMA, AND THE UNITED STATES",12/14/1910,,170,,170,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,3,5,509,,59,56,1,7,1,63,CEHughes1,1,1,1,2,,
1910-118,1910-118-01,1910-118-01-01,1910-118-01-01-01-08,4/24/1911,7,220 U.S. 481,31 S. Ct. 473,55 L. Ed. 552,1911 U.S. LEXIS 1691,1910,901,White,614,"SAC AND FOX INDIANS OF THE MISSISSIPPI IN IOWA v. SAC AND FOX INDIANS OF THE MISSISSIPPI IN OKLAHOMA, AND THE UNITED STATES",12/14/1910,,170,,170,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,3,5,509,,59,56,1,7,1,64,WVanDevanter,,,,,,
1910-118,1910-118-01,1910-118-01-01,1910-118-01-01-01-09,4/24/1911,7,220 U.S. 481,31 S. Ct. 473,55 L. Ed. 552,1911 U.S. LEXIS 1691,1910,901,White,614,"SAC AND FOX INDIANS OF THE MISSISSIPPI IN IOWA v. SAC AND FOX INDIANS OF THE MISSISSIPPI IN OKLAHOMA, AND THE UNITED STATES",12/14/1910,,170,,170,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,20150,2,1,0,4,3,5,509,,59,56,1,7,1,65,JRLamar,1,1,1,2,,
1910-140,1910-140-01,1910-140-01-01,1910-140-01-01-01-01,5/15/1911,1,221 U.S. 286,31 S. Ct. 578,55 L. Ed. 738,1911 U.S. LEXIS 1734,1910,901,White,60,MARCHIE TIGER v. WESTERN INVESTMENT COMPANY,11/30/1910,3/1/1911,170,,123,,13,26,,0,,,300,42,0,1,4,2,1,3,0,1,0,0,20150,2,1,0,1,2,2,227,,60,56,1,9,0,56,EDEWhite,1,1,1,2,,
1910-140,1910-140-01,1910-140-01-01,1910-140-01-01-01-02,5/15/1911,1,221 U.S. 286,31 S. Ct. 578,55 L. Ed. 738,1911 U.S. LEXIS 1734,1910,901,White,60,MARCHIE TIGER v. WESTERN INVESTMENT COMPANY,11/30/1910,3/1/1911,170,,123,,13,26,,0,,,300,42,0,1,4,2,1,3,0,1,0,0,20150,2,1,0,1,2,2,227,,60,56,1,9,0,45,JHarlan1,1,1,1,2,,
1910-140,1910-140-01,1910-140-01-01,1910-140-01-01-01-03,5/15/1911,1,221 U.S. 286,31 S. Ct. 578,55 L. Ed. 738,1911 U.S. LEXIS 1734,1910,901,White,60,MARCHIE TIGER v. WESTERN INVESTMENT COMPANY,11/30/1910,3/1/1911,170,,123,,13,26,,0,,,300,42,0,1,4,2,1,3,0,1,0,0,20150,2,1,0,1,2,2,227,,60,56,1,9,0,58,JMcKenna,1,1,1,2,,
1910-140,1910-140-01,1910-140-01-01,1910-140-01-01-01-04,5/15/1911,1,221 U.S. 286,31 S. Ct. 578,55 L. Ed. 738,1911 U.S. LEXIS 1734,1910,901,White,60,MARCHIE TIGER v. WESTERN INVESTMENT COMPANY,11/30/1910,3/1/1911,170,,123,,13,26,,0,,,300,42,0,1,4,2,1,3,0,1,0,0,20150,2,1,0,1,2,2,227,,60,56,1,9,0,59,OWHolmes,1,1,1,2,,
1910-140,1910-140-01,1910-140-01-01,1910-140-01-01-01-05,5/15/1911,1,221 U.S. 286,31 S. Ct. 578,55 L. Ed. 738,1911 U.S. LEXIS 1734,1910,901,White,60,MARCHIE TIGER v. WESTERN INVESTMENT COMPANY,11/30/1910,3/1/1911,170,,123,,13,26,,0,,,300,42,0,1,4,2,1,3,0,1,0,0,20150,2,1,0,1,2,2,227,,60,56,1,9,0,60,WRDay,1,2,1,2,,
1910-140,1910-140-01,1910-140-01-01,1910-140-01-01-01-06,5/15/1911,1,221 U.S. 286,31 S. Ct. 578,55 L. Ed. 738,1911 U.S. LEXIS 1734,1910,901,White,60,MARCHIE TIGER v. WESTERN INVESTMENT COMPANY,11/30/1910,3/1/1911,170,,123,,13,26,,0,,,300,42,0,1,4,2,1,3,0,1,0,0,20150,2,1,0,1,2,2,227,,60,56,1,9,0,62,HHLurton,1,1,1,2,,
1910-140,1910-140-01,1910-140-01-01,1910-140-01-01-01-07,5/15/1911,1,221 U.S. 286,31 S. Ct. 578,55 L. Ed. 738,1911 U.S. LEXIS 1734,1910,901,White,60,MARCHIE TIGER v. WESTERN INVESTMENT COMPANY,11/30/1910,3/1/1911,170,,123,,13,26,,0,,,300,42,0,1,4,2,1,3,0,1,0,0,20150,2,1,0,1,2,2,227,,60,56,1,9,0,63,CEHughes1,1,1,1,2,,
1910-140,1910-140-01,1910-140-01-01,1910-140-01-01-01-08,5/15/1911,1,221 U.S. 286,31 S. Ct. 578,55 L. Ed. 738,1911 U.S. LEXIS 1734,1910,901,White,60,MARCHIE TIGER v. WESTERN INVESTMENT COMPANY,11/30/1910,3/1/1911,170,,123,,13,26,,0,,,300,42,0,1,4,2,1,3,0,1,0,0,20150,2,1,0,1,2,2,227,,60,56,1,9,0,64,WVanDevanter,1,1,1,2,,
1910-140,1910-140-01,1910-140-01-01,1910-140-01-01-01-09,5/15/1911,1,221 U.S. 286,31 S. Ct. 578,55 L. Ed. 738,1911 U.S. LEXIS 1734,1910,901,White,60,MARCHIE TIGER v. WESTERN INVESTMENT COMPANY,11/30/1910,3/1/1911,170,,123,,13,26,,0,,,300,42,0,1,4,2,1,3,0,1,0,0,20150,2,1,0,1,2,2,227,,60,56,1,9,0,65,JRLamar,1,1,1,2,,
1910-141,1910-141-01,1910-141-01-01,1910-141-01-01-01-01,5/15/1911,1,221 U.S. 317,31 S. Ct. 587,55 L. Ed. 750,1911 U.S. LEXIS 1735,1910,901,White,89,HALLOWELL v. UNITED STATES,3/10/1911,,126,,27,,4,,,0,89,,28,,0,1,,,1,10,0,2,0,0,20150,2,1,0,4,,6,600,liquor brought into reservation,60,56,1,9,0,56,EDEWhite,1,1,1,2,,
1910-141,1910-141-01,1910-141-01-01,1910-141-01-01-01-02,5/15/1911,1,221 U.S. 317,31 S. Ct. 587,55 L. Ed. 750,1911 U.S. LEXIS 1735,1910,901,White,89,HALLOWELL v. UNITED STATES,3/10/1911,,126,,27,,4,,,0,89,,28,,0,1,,,1,10,0,2,0,0,20150,2,1,0,4,,6,600,liquor brought into reservation,60,56,1,9,0,45,JHarlan1,1,1,1,2,,
1910-141,1910-141-01,1910-141-01-01,1910-141-01-01-01-03,5/15/1911,1,221 U.S. 317,31 S. Ct. 587,55 L. Ed. 750,1911 U.S. LEXIS 1735,1910,901,White,89,HALLOWELL v. UNITED STATES,3/10/1911,,126,,27,,4,,,0,89,,28,,0,1,,,1,10,0,2,0,0,20150,2,1,0,4,,6,600,liquor brought into reservation,60,56,1,9,0,58,JMcKenna,1,1,1,2,,
1910-141,1910-141-01,1910-141-01-01,1910-141-01-01-01-04,5/15/1911,1,221 U.S. 317,31 S. Ct. 587,55 L. Ed. 750,1911 U.S. LEXIS 1735,1910,901,White,89,HALLOWELL v. UNITED STATES,3/10/1911,,126,,27,,4,,,0,89,,28,,0,1,,,1,10,0,2,0,0,20150,2,1,0,4,,6,600,liquor brought into reservation,60,56,1,9,0,59,OWHolmes,1,1,1,2,,
1910-141,1910-141-01,1910-141-01-01,1910-141-01-01-01-05,5/15/1911,1,221 U.S. 317,31 S. Ct. 587,55 L. Ed. 750,1911 U.S. LEXIS 1735,1910,901,White,89,HALLOWELL v. UNITED STATES,3/10/1911,,126,,27,,4,,,0,89,,28,,0,1,,,1,10,0,2,0,0,20150,2,1,0,4,,6,600,liquor brought into reservation,60,56,1,9,0,60,WRDay,1,2,1,2,,
1910-141,1910-141-01,1910-141-01-01,1910-141-01-01-01-06,5/15/1911,1,221 U.S. 317,31 S. Ct. 587,55 L. Ed. 750,1911 U.S. LEXIS 1735,1910,901,White,89,HALLOWELL v. UNITED STATES,3/10/1911,,126,,27,,4,,,0,89,,28,,0,1,,,1,10,0,2,0,0,20150,2,1,0,4,,6,600,liquor brought into reservation,60,56,1,9,0,62,HHLurton,1,1,1,2,,
1910-141,1910-141-01,1910-141-01-01,1910-141-01-01-01-07,5/15/1911,1,221 U.S. 317,31 S. Ct. 587,55 L. Ed. 750,1911 U.S. LEXIS 1735,1910,901,White,89,HALLOWELL v. UNITED STATES,3/10/1911,,126,,27,,4,,,0,89,,28,,0,1,,,1,10,0,2,0,0,20150,2,1,0,4,,6,600,liquor brought into reservation,60,56,1,9,0,63,CEHughes1,1,1,1,2,,
1910-141,1910-141-01,1910-141-01-01,1910-141-01-01-01-08,5/15/1911,1,221 U.S. 317,31 S. Ct. 587,55 L. Ed. 750,1911 U.S. LEXIS 1735,1910,901,White,89,HALLOWELL v. UNITED STATES,3/10/1911,,126,,27,,4,,,0,89,,28,,0,1,,,1,10,0,2,0,0,20150,2,1,0,4,,6,600,liquor brought into reservation,60,56,1,9,0,64,WVanDevanter,1,1,1,2,,
1910-141,1910-141-01,1910-141-01-01,1910-141-01-01-01-09,5/15/1911,1,221 U.S. 317,31 S. Ct. 587,55 L. Ed. 750,1911 U.S. LEXIS 1735,1910,901,White,89,HALLOWELL v. UNITED STATES,3/10/1911,,126,,27,,4,,,0,89,,28,,0,1,,,1,10,0,2,0,0,20150,2,1,0,4,,6,600,liquor brought into reservation,60,56,1,9,0,65,JRLamar,1,1,1,2,,
1911-011,1911-011-01,1911-011-01-01,1911-011-01-01-01-01,12/4/1911,6,222 U.S. 204,32 S. Ct. 37,56 L. Ed. 165,1911 U.S. LEXIS 1775,1911,901,White,60,"UNITED STATES OF AMERICA, EX REL. TURNER v. FISHER, SECRETARY OF THE INTERIOR",11/14/1911,,170,,326,,13,26,,0,19,,32,,0,1,2,1,1,9,0,0,0,0,20150,2,1,0,5,1,2,207,,65,56,1,8,0,56,EDEWhite,1,1,1,2,,
1911-011,1911-011-01,1911-011-01-01,1911-011-01-01-01-02,12/4/1911,6,222 U.S. 204,32 S. Ct. 37,56 L. Ed. 165,1911 U.S. LEXIS 1775,1911,901,White,60,"UNITED STATES OF AMERICA, EX REL. TURNER v. FISHER, SECRETARY OF THE INTERIOR",11/14/1911,,170,,326,,13,26,,0,19,,32,,0,1,2,1,1,9,0,0,0,0,20150,2,1,0,5,1,2,207,,65,56,1,8,0,58,JMcKenna,1,1,1,2,,
1911-011,1911-011-01,1911-011-01-01,1911-011-01-01-01-03,12/4/1911,6,222 U.S. 204,32 S. Ct. 37,56 L. Ed. 165,1911 U.S. LEXIS 1775,1911,901,White,60,"UNITED STATES OF AMERICA, EX REL. TURNER v. FISHER, SECRETARY OF THE INTERIOR",11/14/1911,,170,,326,,13,26,,0,19,,32,,0,1,2,1,1,9,0,0,0,0,20150,2,1,0,5,1,2,207,,65,56,1,8,0,59,OWHolmes,1,1,1,2,,
1911-011,1911-011-01,1911-011-01-01,1911-011-01-01-01-04,12/4/1911,6,222 U.S. 204,32 S. Ct. 37,56 L. Ed. 165,1911 U.S. LEXIS 1775,1911,901,White,60,"UNITED STATES OF AMERICA, EX REL. TURNER v. FISHER, SECRETARY OF THE INTERIOR",11/14/1911,,170,,326,,13,26,,0,19,,32,,0,1,2,1,1,9,0,0,0,0,20150,2,1,0,5,1,2,207,,65,56,1,8,0,60,WRDay,,1,1,2,,
1911-011,1911-011-01,1911-011-01-01,1911-011-01-01-01-05,12/4/1911,6,222 U.S. 204,32 S. Ct. 37,56 L. Ed. 165,1911 U.S. LEXIS 1775,1911,901,White,60,"UNITED STATES OF AMERICA, EX REL. TURNER v. FISHER, SECRETARY OF THE INTERIOR",11/14/1911,,170,,326,,13,26,,0,19,,32,,0,1,2,1,1,9,0,0,0,0,20150,2,1,0,5,1,2,207,,65,56,1,8,0,62,HHLurton,1,1,1,2,,
1911-011,1911-011-01,1911-011-01-01,1911-011-01-01-01-06,12/4/1911,6,222 U.S. 204,32 S. Ct. 37,56 L. Ed. 165,1911 U.S. LEXIS 1775,1911,901,White,60,"UNITED STATES OF AMERICA, EX REL. TURNER v. FISHER, SECRETARY OF THE INTERIOR",11/14/1911,,170,,326,,13,26,,0,19,,32,,0,1,2,1,1,9,0,0,0,0,20150,2,1,0,5,1,2,207,,65,56,1,8,0,63,CEHughes1,1,1,1,2,,
1911-011,1911-011-01,1911-011-01-01,1911-011-01-01-01-07,12/4/1911,6,222 U.S. 204,32 S. Ct. 37,56 L. Ed. 165,1911 U.S. LEXIS 1775,1911,901,White,60,"UNITED STATES OF AMERICA, EX REL. TURNER v. FISHER, SECRETARY OF THE INTERIOR",11/14/1911,,170,,326,,13,26,,0,19,,32,,0,1,2,1,1,9,0,0,0,0,20150,2,1,0,5,1,2,207,,65,56,1,8,0,64,WVanDevanter,1,1,1,2,,
1911-011,1911-011-01,1911-011-01-01,1911-011-01-01-01-08,12/4/1911,6,222 U.S. 204,32 S. Ct. 37,56 L. Ed. 165,1911 U.S. LEXIS 1775,1911,901,White,60,"UNITED STATES OF AMERICA, EX REL. TURNER v. FISHER, SECRETARY OF THE INTERIOR",11/14/1911,,170,,326,,13,26,,0,19,,32,,0,1,2,1,1,9,0,0,0,0,20150,2,1,0,5,1,2,207,,65,56,1,8,0,65,JRLamar,1,2,1,2,,
1911-088,1911-088-01,1911-088-01-01,1911-088-01-01-01-01,6/10/1912,1,225 U.S. 551,32 S. Ct. 787,56 L. Ed. 1201,1912 U.S. LEXIS 2103,1911,902,White,239,CLAIRMONT v. UNITED STATES,,,126,,27,,13,,,0,88,,88,,0,1,,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,liquor ban on reservation,63,56,1,9,0,56,EDEWhite,1,1,1,2,,
1911-088,1911-088-01,1911-088-01-01,1911-088-01-01-01-02,6/10/1912,1,225 U.S. 551,32 S. Ct. 787,56 L. Ed. 1201,1912 U.S. LEXIS 2103,1911,902,White,239,CLAIRMONT v. UNITED STATES,,,126,,27,,13,,,0,88,,88,,0,1,,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,liquor ban on reservation,63,56,1,9,0,58,JMcKenna,1,1,1,2,,
1911-088,1911-088-01,1911-088-01-01,1911-088-01-01-01-03,6/10/1912,1,225 U.S. 551,32 S. Ct. 787,56 L. Ed. 1201,1912 U.S. LEXIS 2103,1911,902,White,239,CLAIRMONT v. UNITED STATES,,,126,,27,,13,,,0,88,,88,,0,1,,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,liquor ban on reservation,63,56,1,9,0,59,OWHolmes,1,1,1,2,,
1911-088,1911-088-01,1911-088-01-01,1911-088-01-01-01-04,6/10/1912,1,225 U.S. 551,32 S. Ct. 787,56 L. Ed. 1201,1912 U.S. LEXIS 2103,1911,902,White,239,CLAIRMONT v. UNITED STATES,,,126,,27,,13,,,0,88,,88,,0,1,,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,liquor ban on reservation,63,56,1,9,0,60,WRDay,1,1,1,2,,
1911-088,1911-088-01,1911-088-01-01,1911-088-01-01-01-05,6/10/1912,1,225 U.S. 551,32 S. Ct. 787,56 L. Ed. 1201,1912 U.S. LEXIS 2103,1911,902,White,239,CLAIRMONT v. UNITED STATES,,,126,,27,,13,,,0,88,,88,,0,1,,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,liquor ban on reservation,63,56,1,9,0,62,HHLurton,1,1,1,2,,
1911-088,1911-088-01,1911-088-01-01,1911-088-01-01-01-06,6/10/1912,1,225 U.S. 551,32 S. Ct. 787,56 L. Ed. 1201,1912 U.S. LEXIS 2103,1911,902,White,239,CLAIRMONT v. UNITED STATES,,,126,,27,,13,,,0,88,,88,,0,1,,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,liquor ban on reservation,63,56,1,9,0,63,CEHughes1,1,2,1,2,,
1911-088,1911-088-01,1911-088-01-01,1911-088-01-01-01-07,6/10/1912,1,225 U.S. 551,32 S. Ct. 787,56 L. Ed. 1201,1912 U.S. LEXIS 2103,1911,902,White,239,CLAIRMONT v. UNITED STATES,,,126,,27,,13,,,0,88,,88,,0,1,,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,liquor ban on reservation,63,56,1,9,0,64,WVanDevanter,1,1,1,2,,
1911-088,1911-088-01,1911-088-01-01,1911-088-01-01-01-08,6/10/1912,1,225 U.S. 551,32 S. Ct. 787,56 L. Ed. 1201,1912 U.S. LEXIS 2103,1911,902,White,239,CLAIRMONT v. UNITED STATES,,,126,,27,,13,,,0,88,,88,,0,1,,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,liquor ban on reservation,63,56,1,9,0,65,JRLamar,1,1,1,2,,
1911-088,1911-088-01,1911-088-01-01,1911-088-01-01-01-09,6/10/1912,1,225 U.S. 551,32 S. Ct. 787,56 L. Ed. 1201,1912 U.S. LEXIS 2103,1911,902,White,239,CLAIRMONT v. UNITED STATES,,,126,,27,,13,,,0,88,,88,,0,1,,2,1,4,0,1,0,0,20150,2,1,0,4,,6,600,liquor ban on reservation,63,56,1,9,0,66,MPitney,1,1,1,2,,
1911-089,1911-089-01,1911-089-01-01,1911-089-01-01-01-01,6/7/1912,1,225 U.S. 561,32 S. Ct. 704,56 L. Ed. 1205,1912 U.S. LEXIS 2104,1911,902,White,156,SHULTHIS v. MCDOUGAL,1/23/1912,,241,,195,,2,,,0,449,,28,,0,1,2,1,1,9,0,0,0,0,90520,9,1,0,3,6,9,900,,64,56,1,8,0,56,EDEWhite,1,1,1,2,,
1911-089,1911-089-01,1911-089-01-01,1911-089-01-01-01-02,6/7/1912,1,225 U.S. 561,32 S. Ct. 704,56 L. Ed. 1205,1912 U.S. LEXIS 2104,1911,902,White,156,SHULTHIS v. MCDOUGAL,1/23/1912,,241,,195,,2,,,0,449,,28,,0,1,2,1,1,9,0,0,0,0,90520,9,1,0,3,6,9,900,,64,56,1,8,0,58,JMcKenna,1,1,1,2,,
1911-089,1911-089-01,1911-089-01-01,1911-089-01-01-01-03,6/7/1912,1,225 U.S. 561,32 S. Ct. 704,56 L. Ed. 1205,1912 U.S. LEXIS 2104,1911,902,White,156,SHULTHIS v. MCDOUGAL,1/23/1912,,241,,195,,2,,,0,449,,28,,0,1,2,1,1,9,0,0,0,0,90520,9,1,0,3,6,9,900,,64,56,1,8,0,59,OWHolmes,1,1,1,2,,
1911-089,1911-089-01,1911-089-01-01,1911-089-01-01-01-04,6/7/1912,1,225 U.S. 561,32 S. Ct. 704,56 L. Ed. 1205,1912 U.S. LEXIS 2104,1911,902,White,156,SHULTHIS v. MCDOUGAL,1/23/1912,,241,,195,,2,,,0,449,,28,,0,1,2,1,1,9,0,0,0,0,90520,9,1,0,3,6,9,900,,64,56,1,8,0,60,WRDay,1,1,1,2,,
1911-089,1911-089-01,1911-089-01-01,1911-089-01-01-01-05,6/7/1912,1,225 U.S. 561,32 S. Ct. 704,56 L. Ed. 1205,1912 U.S. LEXIS 2104,1911,902,White,156,SHULTHIS v. MCDOUGAL,1/23/1912,,241,,195,,2,,,0,449,,28,,0,1,2,1,1,9,0,0,0,0,90520,9,1,0,3,6,9,900,,64,56,1,8,0,62,HHLurton,1,1,1,2,,
1911-089,1911-089-01,1911-089-01-01,1911-089-01-01-01-06,6/7/1912,1,225 U.S. 561,32 S. Ct. 704,56 L. Ed. 1205,1912 U.S. LEXIS 2104,1911,902,White,156,SHULTHIS v. MCDOUGAL,1/23/1912,,241,,195,,2,,,0,449,,28,,0,1,2,1,1,9,0,0,0,0,90520,9,1,0,3,6,9,900,,64,56,1,8,0,63,CEHughes1,1,1,1,2,,
1911-089,1911-089-01,1911-089-01-01,1911-089-01-01-01-07,6/7/1912,1,225 U.S. 561,32 S. Ct. 704,56 L. Ed. 1205,1912 U.S. LEXIS 2104,1911,902,White,156,SHULTHIS v. MCDOUGAL,1/23/1912,,241,,195,,2,,,0,449,,28,,0,1,2,1,1,9,0,0,0,0,90520,9,1,0,3,6,9,900,,64,56,1,8,0,64,WVanDevanter,1,2,1,2,,
1911-089,1911-089-01,1911-089-01-01,1911-089-01-01-01-08,6/7/1912,1,225 U.S. 561,32 S. Ct. 704,56 L. Ed. 1205,1912 U.S. LEXIS 2104,1911,902,White,156,SHULTHIS v. MCDOUGAL,1/23/1912,,241,,195,,2,,,0,449,,28,,0,1,2,1,1,9,0,0,0,0,90520,9,1,0,3,6,9,900,,64,56,1,8,0,65,JRLamar,1,1,1,2,,
1911-089,1911-089-01,1911-089-01-01,1911-089-01-01-01-09,6/7/1912,1,225 U.S. 561,32 S. Ct. 704,56 L. Ed. 1205,1912 U.S. LEXIS 2104,1911,902,White,156,SHULTHIS v. MCDOUGAL,1/23/1912,,241,,195,,2,,,0,449,,28,,0,1,2,1,1,9,0,0,0,0,90520,9,1,0,3,6,9,900,,64,56,1,8,0,66,MPitney,,,,,,
1911-090,1911-090-01,1911-090-01-01,1911-090-01-01-01-01,6/7/1912,1,225 U.S. 572,32 S. Ct. 707,56 L. Ed. 1212,1912 U.S. LEXIS 2105,1911,902,White,234,EASTERN CHEROKEES v. UNITED STATES,4/30/1912,,170,,27,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,60010,6,1,0,3,,6,600,"Indian case, attys' fees",64,56,1,9,0,56,EDEWhite,1,1,1,2,,
1911-090,1911-090-01,1911-090-01-01,1911-090-01-01-01-02,6/7/1912,1,225 U.S. 572,32 S. Ct. 707,56 L. Ed. 1212,1912 U.S. LEXIS 2105,1911,902,White,234,EASTERN CHEROKEES v. UNITED STATES,4/30/1912,,170,,27,,2,,,0,3,,3,,0,1,,1,1,2,0,0,0,0,60010,6,1,0,3,,6,600,"Indian case, attys' fees",64,56,1,9,0,58,JMcKenna,1,1,1,2,,
